"Project URL",Categories,Technology,Priority,Description
https://apps.shopify.com/sizeme,"Ecommerce , Plugins / Apps / Extensions , Tools / Customisers / Personalisers",Shopify,5,"Product Size guide and color options, Size recommendations based on real measurements."
https://apps.shopify.com/seo-booster-linkify,"Ecommerce , Plugins / Apps / Extensions , AI integration / OpenAI / ChatGPT","Shopify, OnPage SEO, SEO",5,"SEO booster, Navigation & search, Marketing, On-page SEO, On Site mesh optimization, Enhance user experience, Automation, Manage broken links, Content optimization, Page Indexing, URL optimization, Performance monitoring, Conversion tracking, Link analysis, AI-driven content assistance"
https://apps.shopify.com/fraudlabs-pro-fraud-prevention,"Ecommerce , Plugins / Apps / Extensions , Online security / Fraud prevention",Shopify,5,"Analyze and detect high risk orders, Customize fraud validation rules, SMS verification, Email/App/Slack notification"
https://apps.shopify.com/ecommerce-supply-chain,"Ecommerce , Plugins / Apps / Extensions , DropShipping / Logistics",Shopify,3,"Automated dropshipping supplier, Automated order fulfillment"
https://apps.shopify.com/efmx-app,"Ecommerce , Plugins / Apps / Extensions , DropShipping / Logistics, Website / Web App",Shopify,3,"Shipping, Create consignment, Check shipping rates, Print shipping labels, Track & trace shipping"
https://apps.shopify.com/quick-catalogs,"Ecommerce , Plugins / Apps / Extensions",Shopify,5,"Product catalog PDF generator, Professional branded PDF catalog with custom logo,"
https://apps.shopify.com/hr-vegan-cosmetics-soaps,"Ecommerce , Plugins / Apps / Extensions , DropShipping / Logistics",Shopify,5,"Dropshipping white label products [USA + Canada], Dropshipping products with custom branded products, setup shipping rates, Barcode labels"
https://lilacstudio.ae/collections/gift-box/products/gift-box-babe-with-crystals,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Tools / Customisers / Personalisers, Product Options, Bags / Backpacks, Website / Web App",Shopify,5,"Customized giftbox with custom message, Clothing, Women, Kids, Men, Bags, Pajamas, Shoe, hair accessories, Robes, Sunglasses, Googles, Specs, Hair accessories, Mobile accessories, Signature hangers."
https://bikescootercity.com.au/,"Automobiles / Automotive / Car Dealers, Maps / Google Map / GPS , Ecommerce , Website / Web App",Shopify,5,"E-scooter, e-bike, e-cycle, Accessories, Blogs, Locations, Google maps, Strike feature, Search recomendation"
https://nuxactive.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Rewards / Discounts / Coupons / Offers, Website / Web App",Shopify,6,"Women clothing, Wholesale, Giftcards, Rewards, Bundled products, Color swatches"
https://www.dropbottle.com/,"Landing Pages, Ecommerce , Website / Web App",Shopify,7,"Cold press Juicer, Bundled products, Strike.

Product Options :  https://www.dropbottle.com/products/drop-cold-press"
https://woodie-milano.com/,"Multicurrency, Ecommerce , Electronics, Website / Web App",Shopify,6,"Electronic products, Chargers, Multi currency. 

Product options: https://woodie-milano.com/products/foldable-3-in-1-wireless-fast-charger"
https://specseyewear.com/,"Ecommerce , Online Appointments Booking, Sunglasses / Eyewear / Lenses, Website / Web App",Shopify,6,"Specs, Eyewear, Sunglasses, Contact Lenses, Deals, Blogs, Gift card, Custom Search filters, Virtual Eye consultation.

Appointment scheduling :  https://specseyewear.com/pages/schedule-your-appointment

Custom checkout/Questionnaire/Online prescription: https://specseyewear.com/collections/mens-sunglasses-1/products/costa-tuna-alley-readers?variant=42774118891741"
https://www.tojilife.com/,"Subscriptions  /  Subscribe , Ecommerce , Rewards / Discounts / Coupons / Offers, Essential oils / Cooking oils / Olive oils, Product Options, Website / Web App",Shopify,4,"Hair product, Hair oil, Beard oil, hair serum, Rewards, Customer chat

Subscription/Product options :  https://www.tojilife.com/products/pure-density-30-day-supply"
https://www.sleepingbaby.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Kids, Bundled products, Product Options, Website / Web App",Shopify,5,"Baby clothing, Bundled products, Gift card, Affiliate program

Product options :  https://www.sleepingbaby.com/collections/nursery-mobile/products/woodland-nursery-mobile

Bundled products :  https://www.sleepingbaby.com/collections/sleeping-baby-bundles/"
https://buddhapants.co.uk/,"Clothing / Textile / Apparels / Clothes / T-shirts, Multicurrency, Fashion, Ecommerce , Web + Mobile Apps, Product Options, Website / Web App",Shopify,6,"clothing, women/kids,/Men, Multi currency, Size/color swatches, Corresponding iOS app

App link: https://apps.apple.com/us/app/buddha-pants/id1237779309

Product options: https://buddhapants.co.uk/products/savannah-summer-solids
"
https://mondayswimwear.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Multicurrency, Ecommerce , Rewards / Discounts / Coupons / Offers, Website / Web App","Shopify, Shopify Plus",7,"Swimwear, Lingering, Rewards, Fit guide, Multi currency, Fit guide, Color swatches"
https://www.swati.com/,"Ecommerce , Skin Care / Beauty, Multilingual, Rewards / Discounts / Coupons / Offers, Sunglasses / Eyewear / Lenses, Product Options, Website / Web App","Shopify, Shopify Plus",5,"Bundled products, Bundle deals, Multi lingual, International shipping, Wishlist, Order tracking, Blogs, Klarna, International shipping, Order tracking

Bundled deals :  https://www.swati.com/collections/bundles-and-sets

Product options :  https://www.swati.com/products/green-jade-daily-lenses
"
https://mytexasparks.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Website / Web App",Shopify,5,"Clothing E-commerce website, T-shirts"
https://www.antzara.com/,"Ecommerce , Liquor / Wine, Comparison / Compare products, Website / Web App",Shopify,5,"Wine, Liquor, Whiskey, Spirit, Water, Gourmet, Sauces, Oils and vinegar, pickles and fine sweets, Coffee and Tea, Custom filters.

Product view format (Horizontal/Vertical) :  https://www.antzara.com/collections/vino-blanco"
https://shophomemed.com/,"Subscriptions  /  Subscribe , Ecommerce , Medical / Pharmacy / Medicines, Rewards / Discounts / Coupons / Offers, Website / Web App",Shopify,6,"Medical equipments, Hospital beds/mattresses/wheel chairs, Beauty & skin care, Kids, Fitness, First care, First aid, Personal care, Pets, Vitamins, Filters, Coupons, Blogs, Rewards.

Subscriptions : https://shophomemed.com/a/subscriptions/login

"
https://www.langly.co/,"Multicurrency, Ecommerce , Product Options, Store Locator, Website / Web App","Shopify, Shopify Plus",6,"Bags, Bagpacks, Camera, Apparels, Customer support tickets, Help center, Customer reviews, Strike,

Membership community :  https://www.langly.co/pages/community

Product options :  https://www.langly.co/collections/camera-lens-filters/products/okko-circular-polarizer-lens-filter-lite"
https://reasonclothing.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Multicurrency, Ecommerce , Web + Mobile Apps, Rewards / Discounts / Coupons / Offers",Shopify,5,"Clothing, Shoe, Footwear, Caps, Women, Kids, Men, Wishlist, Gift cards, Customer Chat, Deals, Side cart,  Cross-sell, Size guide, Corresponding iOS and Android apps.

App links: 
1. https://apps.apple.com/us/app/reason-clothing/id1539090815 
2. https://play.google.com/store/apps/details?id=co.tapcart.app.id_7U6pfs4HPZ"
https://shupaca.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Multicurrency, Ecommerce , Kids, Website / Web App",Shopify,5,"Clothing, Women, Kids, Shawl, Scarf, Socks, Rugs, Coaster, stockings, Pillow, Gloves, Stuffed animals, Toys, Blankets and Throws, Live chat, Wholesale, Multi currency, Gift cards,

Wholesale program :  https://shupaca.com/pages/wholesale-alpaca"
https://alavonauersperg.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Wedding , Ecommerce , Website / Web App",Shopify,6,"Clothing, Dresses, Swimwear, Wedding, Tops, Blouses, Pants, Kaftan, Size guide, Quick view

Return & exchanges :  https://returns.alavonauersperg.com/"
https://mainstreetbella.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Events, Product Options, Bags / Backpacks, Website / Web App",Shopify,4,"Clothing, Women, Kids, Back packs, Shoes, Shirts, Leggings,hand bags, Products with Range of Price, Custom checkout, Gift cards, Size charts, Events, Blogs, Size charts. 

Product dropdown options :  https://mainstreetbella.com/product/past-race-medals/

Events :  https://mainstreetbella.com/events/"
https://thxsilk.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Multicurrency, Multisite, Ecommerce , Product Options, Website / Web App",Shopify,6,"Clothing, pillow covers, Silk bedding, Sleepwear, Couple pajamas, Night wear, Blanket, Bead sheet, Comforter, pillow,, Blog, Strike, Order tracking, Affiliate, Multi store, Wishlist, Multi currency

Product view (Dorizontal/vertical) :  https://thxsilk.com/collections/sleepwear 

Product options/Color Swatches :  https://thxsilk.com/collections/sleepwear/products/silk-camisole-top?variant=40349793714261 

Order tracking :  https://thxsilk.com/pages/order-tracking 

Affiliate program :  https://thxsilk.com/pages/affiliate-program-silk-thx-inc"
https://www.venque.com/,"Multicurrency, Ecommerce , Rewards / Discounts / Coupons / Offers, Bags / Backpacks, Website / Web App",Shopify,5,"Bags, Backpack, Affiliate, Wholesale, Multi currency, Rewards, Donate"
https://www.neonsigns.co.nz/,"Multicurrency, Ecommerce , Tools / Customisers / Personalisers, Product Options, Website / Web App",Shopify,6,"Custom Neon Sign, Product customization, Multi currency, Custom design, Blog, Custom checkout, Custom Quote.

Product builder :  https://www.neonsigns.co.nz/products/custom-neon-sign-builder

Custom Neon Quote :  https://www.neonsigns.co.nz/products/custom-neon-sign-builder"
https://burdeens.com/,"Jewellery , Watches , Multicurrency, Ecommerce , Marketplace, Website / Web App",Shopify,6,"Watches, Jewelry, Multi currency, Multi vendor, marketplace, Used products, Custom filters

Get My Quote :  https://burdeens.com/pages/sell-your-piece"
https://www.lauraleejewellery.com/,"Jewellery , Multicurrency, Ecommerce , Product Options, Website / Web App",Shopify,5,"Wholesale, Filters, Custom checkout , Personalized products, Multi vendor, Blog, Gift card, Multi currency, Gift cards, Wishlist, Product customization

Product options :  https://www.lauraleejewellery.com/collections/personalised/products/the-medium-initial-coin-necklace-yellow-gold"
https://www.elvisandkresse.com/,"Multicurrency, Ecommerce , Bags / Backpacks, Website / Web App",Shopify,5,"Leather goods, Bags, purses, Belts, notebooks, Giftcards, Gifting, Corporate gifts, Wallets, Men, Women, Gift cards, Multi currency, Blog, Affiliate, Wholesale, Stockist, Customer chat, parallax scrolling effect."
https://gispac.com.au/,"Ecommerce , Bags / Backpacks, Website / Web App",Shopify,4,"Website to sell Paper bags, List/Grid view of products."
https://originalswat.com/,"Multicurrency, Ecommerce , Multilingual, Footwear / Boots, Store Locator, Website / Web App",Shopify,3,"Shoe, Footwear, Store locator"
https://www.rheafootwear.com/,"Multicurrency, Ecommerce , Footwear / Boots, Parallax effect / Animations, Website / Web App",Shopify,4,"Footwear for Men & Women, Multi currency,  Blog, Strike feature, Parallax effect

Product options :  https://www.rheafootwear.com/collections/mens-non-slip-shoes/products/classic-boots-wheat-mens-leather-boots"
https://specialmilano.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Multicurrency, Ecommerce , Multilingual, Footwear / Boots, Website / Web App",Shopify,4,"Footwear, Shoe, Sneakers, Sports shoe, Clothing, Trousers, Shorts, Jackets, Caps, Multi lingual, Multi currency, Strike, Strike feature."
https://originalfootwear.com/,"Multicurrency, Ecommerce , Multilingual, Footwear / Boots, Store Locator, Website / Web App",Shopify,2,"Footwear, Shoe store"
https://shycreation.com/,"Jewellery , Ecommerce , Store Locator, Website / Web App",Shopify,5,"Jewelry, necklaces, Earrings, Rings, Bracelets, Wishlist"
https://www.loveshines.com/,"Jewellery , Ecommerce , Tools / Customisers / Personalisers, Website / Web App",Shopify,3,"Jewelry, Bracelets.

Note :  Personalized builder is not working.

Product options :  https://www.loveshines.com/collections/alphabets/products/a-white"
https://ebridal.design/,"Clothing / Textile / Apparels / Clothes / T-shirts, Wedding , Ecommerce , Multilingual, Tools / Customisers / Personalisers, Website / Web App",Shopify,3,"Clothing, Wedding cloths, Wedding gowns, Multi lingual, Custom checkout, Personalized products, Customized products, Custom design

Product customization tool :  https://ebridal.design/products/wedding-gown"
https://www.hawaiivolcanic.com/,"Subscriptions  /  Subscribe , Ecommerce , Store Locator, Website / Web App",Shopify,6,"Water bottles, Store locator, Subscription, Animation"
https://labelleglow.com/,"Ecommerce , Skin Care / Beauty, Website / Web App",Shopify,6,"Skin care, Body care, Face care, Body lotion, Soaps, Discounts, Strike, Zoom-in.

Wholesale form:  https://labelleglow.com/pages/wholesale
"
https://www.beautyitis.com/,"Multi-vendor, Ecommerce , Skin Care / Beauty, Parallax effect / Animations, Website / Web App",Shopify,5,"Skin care, Body care, Face care, Nail care, Body lotion, Body wash, Hair color, Face mask, Hair oils, Makeup, Oral care, multi vendor, Live chat, parallax effect"
https://mybeautysite.com/,"Wholesale / B2B, Membership , Ecommerce , Skin Care / Beauty, Multilingual, DropShipping / Logistics, Website / Web App",Shopify,5,"Beauty products, Cosmetic products, Eyelashes, Face wash, Skin care Hair care, Hair color, Hair extensions, Electronic appliances, Barber products, Trimmer, Shaver, Gloves, Towels, Wax, Foot care, Oils, Lotion, Nails, Subscription, Dropshipping, Affiliate, Membership, Multi lingual, Training videos.

Affiliate :  https://partners.mybeautysite.com/"
https://thebeathousecosmetics.com/,"Ecommerce , Skin Care / Beauty, Product Options, Website / Web App",Shopify,3,"Cosmetics, Eye lashes, Apparel, Lip care, Face care, Bundled products, Gift cards.

Product options :  https://thebeathousecosmetics.com/products/glow-realer-highlighters?variant=42393478430918"
https://molecularbotanics.eu/,"Ecommerce , Skin Care / Beauty, Bundled products, Website / Web App","Shopify, Shopify Plus",7,"Beauty oil, Beauty serum, Multi lingual, Bundled product, Custom bundle builder.

Quiz/questionnaire/Product suggestion: https://molecularbotanics.eu/pages/huidanalyse"
https://luvmyhair.com/,"Hair, Ecommerce , Rewards / Discounts / Coupons / Offers, Website / Web App",Shopify,5,"Wigs, hair extensions, Discounts and offers"
https://teasedhairextensions.com/,"Ecommerce , Skin Care / Beauty, Website / Web App",Shopify,3,"Wigs, hair extensions, Multi vendor, Quick view"
https://www.omegor.com/,"Wellness / Health & Fitness / Nutrition / Supplement, Subscriptions  /  Subscribe , Ecommerce , Multilingual, Headless, Rewards / Discounts / Coupons / Offers, Website / Web App","Shopify, React Js",6,"Pharmacy, Supplement store, Anti aging, Wellness, Vitamins, Landing page, Blog, Loyalty points, Subscription, Medicines,  Pharmacist, FAQ

Subscription :  https://en.omegor.com/pages/recurring-purchase

Loyalty program :  https://en.omegor.com/pages/loyality-points"
https://store.bariatricpal.com/,"Community / Association , Wellness / Health & Fitness / Nutrition / Supplement, Subscriptions  /  Subscribe , Ecommerce , Rewards / Discounts / Coupons / Offers, Website / Web App",Shopify,6,"Supplements, Vitamins, Protein meals and Food, Meal plan, Energy drinks, Gummies, Smoothies, Coffee, Consumer packed products, Box meals, Blogs, Rewards program, Ambassador program, , Community, Forum, Podcast, Strike, Wholesale, Gift cards, Subscription box, Multi currency, Custom filters

Wholesale :  https://wholesale.bariatricpal.com/pages/wholesale-application-form

Podcast :  https://www.bariatricpal.com/podcasts/

Forum :  https://www.bariatricpal.com/forum/989-general-weight-loss-surgery-discussions/

Subscription box :  https://store.bariatricpal.com/pages/bariatricpal-box-of-the-month-club"
https://www.nordikspace.com/,"Ecommerce , Home decor / Interior decoration, Poster / Canvas / Portrait, Website / Web App",Shopify,5,"Blanket, Cushions, Candle set, Print frames, Art + Prints, Candle holder, Bottle, Blogs, Decorative products, Design objects"
https://standdesk.com/,"Ecommerce , Tools / Customisers / Personalisers, Chairs / Office Chairs / Furniture, Product Options, Website / Web App","Shopify, Shopify Plus",5,"Furniture, Desks, Tables, Electronics, Lighting products, Chairs, Solid mat, Blogs, Testimonials, Strike, Custom checkout

Product customization/Product options :  https://standdesk.com/pages/new-build-your-own-standing-desk"
https://najarianfurniture.com/,"Informational / Services, Chairs / Office Chairs / Furniture, Store Locator, Website / Web App",Shopify,4,"Furniture, Sofas, Chairs, Bedroom, Dinning room, Dealer locator, No e-commerce"
https://www.houseofvapeslondon.co.uk/,"Ecommerce , Vape / CBD / E-Liquid, Website / Web App",Shopify,4,"E-liquids, vape, CBD, Blogs, Loyalty scheme, Quick shop, Quick view."
https://altatechnologies.com/,"Ecommerce , Request a quote / Multi-step Forms / Get a quote , Rental / Used products, Computers / Servers / Hardware Products / Game devices /  Computer parts, Website / Web App",Shopify,5,"Servers, networking products, Storage products, Sell a product, Used products, Refurbished, Request a quote, Multi vendor, Marketplace"
https://toshuba.myshopify.com/,"Ecommerce , Multilingual, Computers / Servers / Hardware Products / Game devices /  Computer parts, Website / Web App",Shopify,3,"Computers, Laptops"
https://www.sweetflour.ca/,"Ecommerce , Rewards / Discounts / Coupons / Offers, Food and catering / Online food delivery, Website / Web App",Shopify,5,"Food, Bakery, Cookies, Gift box, Cup cakes, Spinning wheel discounts, Blogs, Same day delivery, Redeem points, Rewards program, Deals, Customer chat"
https://partsmarket.biz/,"Automobiles / Automotive / Car Dealers, Informational / Services, Website / Web App",Shopify,3,"Automotive parts, Fule injector pumps, Sensors, Bracking system, Price request, No e-commerce"
https://engineparts.trade/,"Automobiles / Automotive / Car Dealers, Informational / Services, Website / Web App",Shopify,3,"Automotive parts, Engine parts for Trucks, Bus, Tractor, Earth moving equipment, Price request, Custom inquiry forms"
https://www.thepiehole.com/,"Ecommerce , Food and catering / Online food delivery, Product Options, Website / Web App",Shopify,4,"Food, Bakery, Pie cake, Delivery and instore sale, Gift cards, Preorder menu, Fundraising

Product options :  https://www.thepiehole.com/products/blueberry-pie

Filters :  https://www.thepiehole.com/collections/fresh"
https://numeals.com.au/,"Ecommerce , Tools / Customisers / Personalisers, Food and catering / Online food delivery, Website / Web App",Shopify,6,"Food, Meal plans, Fitness meals, Custom checkout, Pickup and delivery, Custom meal plans.

Product Customization Tool: https://numeals.com.au/pages/create-your-own

Referrals :  https://numeals.com.au/pages/pt"
https://flaviar.com/,"Subscriptions  /  Subscribe , Ecommerce , Liquor / Wine, Website / Web App","Shopify, Shopify Plus",7,"Wine, Whiskey, Spirits, Alcohol, Rum, Jin, Vodka, Gift cards, Subscription gifts, Blog, Track your order, International shipping, Wishlist, Affiliate, Influencer and referral program, Subscription box

Web app link :  https://business.flaviar.com/"
https://dossier.co/,"Ecommerce , Web + Mobile Apps, Store Locator, Perfumes / Diffusers / Scent / Candles, Website / Web App",Shopify,7,"Perfumes, Candles, Room diffusers, scent, Quiz/Questionnaire, Rewards, Discounts and offers.

Quiz/Questionnaire :  https://dossier.co/pages/quiz

Android :  https://play.google.com/store/apps/details?id=com.dossier.perfumes

iOS :  https://apps.apple.com/us/app/dossier-perfumes/id6462919505"
https://www.montreallighting.com/,"Ecommerce , Multilingual, Online Appointments Booking, Chairs / Office Chairs / Furniture, Electronics, Home decor / Interior decoration, Website / Web App",Shopify,6,"Lighting, Hardware, Lamps, Fans, LED, Furniture and Decor, Electronics, Gift cards, Blogs, Book an appointment, Appointment booking, Wishlist, Live chat, Multi lingual, multi language, Showroom, Trade program, Brick and motor

Appointment booking  :  https://www.montreallighting.com/pages/book-an-appointment"
https://sunnamusk.com/,"Multicurrency, Ecommerce , Rewards / Discounts / Coupons / Offers, Store Locator, Perfumes / Diffusers / Scent / Candles, Website / Web App",Shopify,6,"Perfumes, Candles, Glass Bakhoor burners, Bundles, Gifts, Custom filters, Wishlist

Bundled products :  https://sunnamusk.com/collections/bundles"
https://montisworld.nl/,"Events, Education/School, Online Appointments Booking, Kids, Website / Web App",Shopify,6,"Kids toys, Educational toys, Events, no-ecommerce

Paid Appointment bookings:  https://montisworld.nl/products/moms-to-be-meet-up"
https://www.briscoes.ie/,"Ecommerce , Electronics, Computers / Servers / Hardware Products / Game devices /  Computer parts, Website / Web App","Bigcommerce, React Js",4,"Electronics, Home appliances, Coffee machines, TV and Audio, Radio, Speakers, Computer and gaming, Apple store, Washing machines, Dryer, Dishwasher, Cooking appliances, Personal care, Heaters and Fans, Location finder, Custom filters
"
https://www.myperfumeshop.com.au/,"Multicurrency, Ecommerce , Skin Care / Beauty, Perfumes / Diffusers / Scent / Candles, Website / Web App",Shopify,5,"Perfume, scent, Body care, Skin care, Deodorant, Hair mist, Body cream, Body lotion, Shower gel, Multi currency, Gift cards, Afterpay, Buy now pay later, Klarna, Gift box"
https://krigler.com/,"Ecommerce , Store Locator, Perfumes / Diffusers / Scent / Candles, Website / Web App",Shopify,3,"Perfumes, Soap, Candles, Store locator, World map, customer Chat, Custom filter, Gift sets"
https://azarivineyards.com/,"Membership , Ecommerce , Online Appointments Booking, Liquor / Wine, Website / Web App",Shopify,4,"Wine, Gift card, Wine club membership, Guest house stay, Calendar Reservation.

Appointment booking :  https://azarivineyards.checkfront.com/reserve/  "
https://www.magiscenter.com/,"Books / Magazines, Ecommerce , Blogging / Blogs, Digital / Downloadable Products, Website / Web App",Shopify,5,"Books, Articles, Videos, Tv shows, Podcast, Learning portal, Institute, Online learning, Donate, Downloadable products, Articles/Blog, Videos"
https://branding.cards/,"Subscriptions  /  Subscribe , Ecommerce , Website / Web App",Shopify,3,"Digital cards, Visitor cards, Annual subscription"
https://wazarts.com/,"Ecommerce , Florist / Flowers, Website / Web App",Shopify,3,"Flowers, home ware, Gift box, WhatsApp integration, Blog"
https://maxwellandwilliams.com.au/,"Ecommerce , Headless, Kitchenware / Crockery / Utensils / Knives, Website / Web App","Shopify, React Js",6,"Homeware, Dinnerware, Glassware, Kitchenware, Cutlery, Utensils, Filters"
https://originallyyellow.com/,"Ecommerce , Website / Web App",Shopify,4,"Hand wash, Floor Cleaners, Wipes, Amazon affiliate"
https://la-melle.de/,"Art, Ecommerce , Wallpapers, Tools / Customisers / Personalisers, Home decor / Interior decoration, Product Options, Website / Web App, Adobe Stock",Shopify,5,"Blinds and curtains, Carpets, mats and PVC floor, Murals and Wallpapers, Home textile, Banner and Flags, Fabric printing, Custom checkout, Custom print, Product personalization, Product customization, customer chat, Klarna, Apple pay, Google pay

Product customization :  1. https://la-melle.de/products/hochflor-teppich .
2. https://la-melle.de/products/foto-banner"
https://onecottage.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Books / Magazines, Ecommerce , Electronics, Home decor / Interior decoration, Product Options, Website / Web App",Shopify,3,"Lighting, Wall art and shelves, Garden decorative, Garden accessories, Books and Journals, Cooking and entertaining accessories, Tea towels and napkins, Candles, Gifts, Rewards.

Product options :  https://onecottage.com/collections/desktop-accessories/products/frame-with-easel-and-saying-3-styles"
https://www.shopmegakaraoke.com/,"Music / Entertainment, Multicurrency, Ecommerce , Multilingual, Electronics, Rental / Used products, Website / Web App",Shopify,4,"Electronics, Music, Microphones, Mike, Amplifiers, Speakers, Woofers, Rentals, Repairs, Filters, Download songs.

Rental forms : https://www.shopmegakaraoke.com/pages/karaoke-rental-packages 

Service Repair Forms :  https://www.shopmegakaraoke.com/pages/karaoke-electronic-repairs



"
https://www.xtreme4x4.me/,"Automobiles / Automotive / Car Dealers, Multicurrency, Multi-vendor, Ecommerce , Year / Make / Model, Website / Web App",Shopify,4,"Automotive products, Wheels, Alloys, Suspension, Air filters, Multi currency, Custom filter"
https://pouches.eu/,"Multicurrency, Ecommerce , Multilingual, Vape / CBD / E-Liquid, Website / Web App",Shopify,4,"Vape, Nicotine Pouches, Multi currency and multi lingual, FAQ, Filters,"
https://halcene.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Multicurrency, Ecommerce , Men, Website / Web App",Shopify,5,"Belts, Buckles, Cufflinks, Ties, Scarves, Pocket squares, Luggage, Bags, Multi currency."
https://athletabis.co/,"Sports / Athletes, Ecommerce , Skin Care / Beauty, Website / Web App",Shopify,3,"Massage oils, Gummies, Dietary supplement, Soaps, Shaker bottle, Auto search suggestion"
https://simonett.us/,"Clothing / Textile / Apparels / Clothes / T-shirts, Multicurrency, Ecommerce , Footwear / Boots, Website / Web App",Shopify,3,"Clothing, Shoes, Googles, Bags, Foot wear, Customer care chat, Strike, Accessories"
https://hennacaravan.com/,"Ecommerce , Skin Care / Beauty, Online Appointments Booking, Essential oils / Cooking oils / Olive oils, Website / Web App",Shopify,4,"Henna, Glitter powder, Henna tools, Signs and Flyers, Download products, E books, Body art, Calendar booking, Gift cards, Customer chat.

Essential Oils :  https://hennacaravan.com/collections/essential-oils

Booking page/Calendar booking :  https://hennacaravan.com/pages/booking-henna-caravan
"
https://thesis.bike/,"Automobiles / Automotive / Car Dealers, Ecommerce , Blogging / Blogs, Online Appointments Booking, Tools / Customisers / Personalisers, Product Options, Website / Web App",Shopify,5,"Bikes, Wheels, Bicycle, Blogs

Product customization/Product options :  https://thesis.bike/products/the-ob1-axs-custom

Appointment booking/consultation :  https://thesis.bike/pages/personal-consult"
https://polyestershirts.com/,"Ecommerce , Website / Web App",Shopify,6,"Shopify Store integrated with https://www.alphabroder.com/home 

PML Name - Polyester-Shirts"
